tweet,class
he just want some attention towards himwhat else jobless ppl do,1
indian space mission to find water in the planet earth dum dum give me gum gum cnbc tv,1
wat will be the target of nifty in may,0
this thug need to first listen to congress brothel sex workers statement before reciting quran from the middle,1
i am looking at being the next chairman mr ratan,0
shes so ignorant megha mukherji,1
so best remedy is to kill patient,1
so it is the increase in comparing with month wise and not the fy,0
he is kejriwal of usa why this right wing supporting media still carries the con artist fart,1
by your logic india should have nuked the whole pakistan coz azmal kasab was proved to be pakistani,1
could you please tell what to do with idea cellular do you see any potential in the stock thank you,0
every time anuj finishes sonia starts speaking oh yes hahaha each and every time,0
very bad airtel and reng no use internet,0
just gun down those termites yes i am a warmonger when my brothers are getting killed and manslaughter is not monopolized for one side,0
you protect cows more than the women and children in this country thats pathetic,1
price of racemo will be announced during the commercial launch tata motors md,0
do you see further upside in sbi in near term from current levels,0
kerala is the no the country for humen development indexwhich include litracy gender ratiohealthchildbirth rateand hindhus are veryhappy here than any other state,0
dont understand why everyone is emphasizing so much on he is a dalit,1
actually this is not expected from u u must have used proper words becoz these types of problems are faced by everyone whatever it is from mandir aur masjidso plz be careful about ur statements,1
look who is talking a commie,1
hope i wiil be a part of kgp in next life,0
it is to be blamed saffron goons only they act as their own despicable law and law enforcers see and keep mum on their atrocitieswe are living in a society face changed from human to versatile self dominated devil,1
but after taking pill the patient went into coma wrong pill,1
he is a frustratedilliterate gullible idiot who has been working at cross purposes to his own stated aimsno one ever bothered about him before iachis only media value today is ability to criticise aap,1
wheres is modi and the cow supporters the bjp politician need some booting,1
right time to by financial companies bharat finance lt finance,0
hazare is a hazard and fuss creator,1
you are the best of allðÿ’ž our cutiepie all the best ðÿ˜š for your film ðÿž¥ phillauriðÿ’•,0
